,location_name,address
3317,"Strayer University - Bloomington, Minnesota Campus","1600 West 82nd Street, Bloomington, MN 55431"
3318,Strayer University at AT&T,"3033 Chain Bridge Rd, Oakton, VA 22185"
3319,Strayer University - Christiana Campus,"240 Continental Drive, Suite 108, Newark, DE 19713"
3320,Strayer University - Cherry Hill Campus,"2201 Route 38, Suite 100, Cherry Hill Campus, NJ 08002"
3321,"Strayer University - Cincinnati, Ohio Campus","2135 Dana Avenue, Cincinnati, OH 45207"
3322,Strayer University - Charleston Campus,"5010 Wetland Crossing, North Charleston, SC 29418"
3323,Strayer University - Cedar Hill Campus,"610 Uptown Boulevard, 3rd Floor, Cedar Hill, TX 75104"
3324,Strayer University - Coral Springs,"5830 Coral Ridge Drive, Heron Bay Corporate Center, Building IV, 3rd Floor, Coral Springs, FL 33076"
3325,Strayer University - Douglasville Campus,"4655 Timber Ridge Drive, Douglasville, GA 30135"
3326,Strayer University - Columbus Campus,"6003 Veterans Parkway, Columbus, GA 31909"
3327,Strayer University - Downers Grove Campus,"1431 Opus Place, Downers Grove, IL 60515"
3328,Strayer University - Columbia Campus,"200 Center Point Circle, Suite 300, Columbia, SC 29210"
3329,Strayer University - Dallas Campus,"One Panorama Center 770, Las Colinas Ridge, Suite , Irving, TX 75063"
3330,Strayer University - Fort Lauderdale Campus,"2307 W. Broward Boulevard, Suite 100, Fort Lauderdale, FL 33301"
3331,"Strayer University - Frederick, Maryland Campus","7211 Bank Court, Frederick, MD 21703"
3332,Strayer University - Garner Campus,"1812 Garner Station Boulevard, Raleigh, NC 27603"
3333,Strayer University - Greensboro Campus,"4900 Koger Boulevard, Suite 400, Greensboro, NC 27407"
3334,Strayer University - Fairborn Campus,"2600 Paramount Place, Fairborn, OH 45324"
3335,Strayer University at GSA-Federal Supply Services,"2200 Crystal Drive, Crystal Plaza #4, Room L120 (Lobby Level), Arlington, VA 22202"
3336,Strayer University - Huntsville,"4955 Corporate Drive, Huntsville, AL 35805"
3337,Strayer University - Huntersville Campus,"13620 Reese Boulevard, Suite 130, Huntersville, NC 28078"
3338,Strayer University - Houston Northwest Houston Campus,"10940 West Sam Houston Parkway North, Suite #86, Houston, TX 77064"
3339,Strayer University - Houston Katy Campus,"4511 Old Katy Road, Houston, TX 77079"
3340,"Strayer University at HSBC, North America","1421 Kristina Way, Chesapeake, VA 23320"
3341,Strayer University at Honey Creek Corporate Center IV,"9000 W. Chester, Milwaukee, WI 53214"
3342,Strayer University - Little Rock Campus,"Two Financial Centre, 10825 Financial Centre Parkw, Little Rock, AR 72211"
3343,"Strayer University - Indianapolis Campus, Capitol Avenue","201 South Capitol Avenue, Indianapolis, IN 46225"
3344,Strayer University - Lexington Site,"220 Lexington Green Circle, Suite 550, Lexington, KY 40503"
3345,Strayer University - Jackson Campus,"Briarwood One Office Center, 460 Briarwood Drive, Jackson, MS 39206"
3346,Strayer University - Lawrenceville,"3150 Brunswick Pike, Crossroads Corporate Center, Lawrenceville, NJ 08648"
3347,Strayer University - Knoxville Campus,"10118 Parkside Drive, Suite 200, Knoxville, TN 37922"
3348,Strayer University - Miami Doral Campus,"11430 NW 20th Street, Miami, FL 33172"
3349,Strayer University - Miami Brickell Campus,"1201 Brickell Avenue, Miami, FL 33131"
3350,Strayer University - Miramar,"3151 SW 160th Avenue, Miramar, FL 33027"
3351,Strayer University - Maitland Campus,"901 N. Lake Destiny Drive, Suite 370, Maitland, FL 32751"
3352,Strayer University - Louisville Site,"2650 Eastpoint Parkway, Louisville, KY 40223"
3353,Strayer University - Metairie Campus,"Heritage Plaza, 111 Veterans Boulevard, 7th floor, Metairie, LA 70005"
3354,Strayer University - Palm Beach Garden Campus,"11025 RCA Center Drive, Garden Station West Building, Suites 200 and 301, Palm Beach Gardens, FL 33410"
3355,Strayer University - Orlando Site,"2200 North Alafaya Trail, Suite 500, Orlando, FL 32826"
3356,Strayer University - Morrow Campus,"Southlake Corporate Center, 3000 Corporate Center, Suite 100, Morrow, GA 30260"
3357,Strayer University - North Indianapolis Campus,"9025 North River Road, Indianapolis, IN 46240"
3358,Strayer University - Penn Center West Campus,"One Penn Center West, Suite 320, Pittsburgh, PA 15276"
3359,Strayer University - North Dallas Campus,"8111 LBJ Freeway, 15th Floor, Dallas, TX 75251"
3360,Strayer University - Roswell Campus,"100 Mansell Court East, Suite 100, Roswell, GA 30076"
3361,Strayer University - Savannah Campus,"14-20 Martin Court, Savannah, GA 31419"
3362,Strayer University - Piscataway,"242 Old New Brunswick Road, Piscataway, NJ 08854"
3363,Strayer University - Philadelphia Campus,"1601 Cherry Street, Suite 100, Philadelphia, PA 19102"
3364,Strayer University - Plano Campus,"2701 N. Dallas Parkway, Suite 300, Plano, TX 75093-8777"
3365,Strayer University - Sandy,"9815 South Monroe Street, 2nd Floor, Sandy, UT 84070"
3366,Strayer University - Stonecrest/Lithonia Campus,"3120 Stonecrest Boulevard, Lithonia, GA 30038"
3367,Strayer University - Schaumburg Campus,"1101 Perimeter Drive, Suite 300, Schaumberg, IL 60173"
3368,Strayer University - South Raleigh Campus,"3421 Olympia Drive, Second Floor, Raleigh, NC 27603"
3369,Strayer University - Shelby Campus,"7275 Appling Farms Parkway, Memphis, TN 38133"
3370,Strayer University - Austin,"Building I, Reunion Park, 8501 N. MoPac Expressway, 1st floor, Austin, TX 78759"
3371,"Strayer University - St. Louis Park, Minnesota Campus","6465 Wayzata Boulevard, St. Louis Park, MN 55426"
3372,Strayer University - Cobb Campus,"3101 Towercreek Parkway, Suite 700, Atlanta, GA 30339"
3373,Strayer University - Chamblee Campus,"3355 Northeast Expressway, Suite 100, Atlanta, GA 30341"
3374,Strayer University - Fairview Park Campus,"22730 Fairview Center Drive, Fairview Park, OH 44126"
3375,Strayer University - Akron Campus,"51 Park West Blvd., Akron, OH 44320"
3376,Strayer University - Allentown Campus,"3800 Sierra Circle, Suite 300, Center Valley, PA 18034"
3377,Strayer University Columbus Campus,"8425 Pulsar Place, Columbus, OH 43240"
3378,Strayer University Florence Campus,"410 Meijer Drive, Florence, KY 41042"
3379,Strayer University North Charlotte Campus,"7870 Commons Park Circle NW, Concord, NC 28027"
3380,Strayer University Mason Campus,"4605 Duke Drive, Mason, OH 45040"
3381,Strayer University King of Prussia Campus,"234 Mall Boulevard, Suite G50, King of Prussia, PA 19406"
3382,Strayer University Greenville Campus,"555 North Pleasantburg Drive, Suite 300, Greenville, SC 29607"
3383,Strayer University Newport News Campus,"99 Old Oyster Point Road, Newport News, VA 23602"
3384,Strayer University Washington Campus,"1133 15th Street, NW, Suite 200, Washington, DC 20005"
3385,Strayer University - Tampa Westshore Campus,"4902 Eisenhower Boulevard, Suite 100, Tampa, FL 33634"
3386,Strayer University - Tampa East Campus,"5650 Breckenridge Park Drive, Suite 300, Tampa, FL 33610"
3387,Strayer University Sand Lake Campus,"8541 South Park Circle, Orlando, FL 32819"
3388,Strayer University Raleigh,"8701 Wadford Drive, Raleigh, NC 27616"
3389,Strayer University at U.S. Coast Guard Engineering Logistics C,"2401 Hawkins Pt Rd, Baltimore, MD 21226"
3390,"Strayer University at U.S. Coast Guard, Training Center Yorktown","End of Route 238, Yorktown, VA 23690"
3391,Strayer University at Teays Valley Business Park,"Corporate Center Drive, Scott Depot, WV 25560"
3392,Strayer University at Burlington County College,"300 Willingboro Parkway, Suite 125, Willingboro, NJ 08046"
3393,Strayer University - Warrendale Campus,"800 Warrendale Village Drive, Warrendale, PA 15086"
3394,Strayer University - Virginia Beach Campus,"249 Central Park Avenue, Suite 350, Virginia Beach, VA 23462"
3395,"Strayer University at Verizon Wireless, Chandler","6955 West Morelos Place, Chandler, AZ 85226"
3396,"Strayer University at Verizon Wireless, Atlanta","4151 Ashford Dunwoody Road, Atlanta, GA 30004"
3397,"Strayer University at Verizon Wireless, Alpharetta","Two Verizon Wireless, Alpharetta, GA 30319"
3398,"Strayer University at Verizon Wireless, Albuquerque","7000 Central Avenue Ave, SW, Albuquerque, NM 78121"
3399,"Strayer University at Verizon Wireless, Columbia","3400 Forest Drive, Suite 2100, Columbia, SC 29204"
3400,"Strayer University at Verizon Wireless, Bellevue","3245 158th Avenue, SE, Bellevue, WA 98008"
3401,"Strayer University at Verizon Wireless, Hanover","7401 Coca-Cola Drive, Hanover, MD 21076"
3402,"Strayer University at Verizon Wireless, Hilliard","5000 Britton Parkway, Hilliard, OH 43026"
3403,Strayer University at Warrendale,"300 Allegheny Drive, Warrendale, PA 15086"
3404,"Strayer University at Verizon Wireless, Greenville","701 Brookfield Parkway, Greenville, SC 29607"
3405,"Strayer University at Verizon Wireless, Franklin","455 Duke Street, Franklin, TN 37067"
3406,"Strayer University at Verizon Wireless, El Paso","11950 Don Haskins Drive, El Paso, TX 79936"
3407,"Strayer University at Verizon Wireless, Huntsville","475 Quality Circle, Huntsville, AL 35806"
3408,"Strayer University at Verizon Wireless, Irvine","15505 Sand Canyon Avenue, Irvine, CA 96218"
3409,"Strayer University at Verizon Wireless, Lincoln","4600 Innovation Drive, Lincoln, NE 68521"
3410,"Strayer University at Verizon Wireless, North Charleston","2401 Mall Drive, North Charleston, SC 29406"
3411,"Strayer University at Verizon Wireless, Murfreesboro","300 River Rock Blvd., Murfreesboro, TN 37128"
3412,"Strayer University at Verizon Wireless, Houston","5959 Corporate Drive, Suite 1600, Houston, TX 77036"
3413,"Strayer University at Verizon Wireless, Rancho Cordova","10734 International Drive, Rancho Cordova, CA 95670"
3414,"Strayer University at Verizon Wireless, Wallingford","20 Alexander Drive, Wallingford, CT 06492"
3415,"Strayer University at Verizon Wireless, Tampa","6550 W. Hillsborough Ave., Tampa, FL 33634"
3416,"Strayer University at Verizon Wireless, Wilmington NC","3601 Converse Drive, Wilmington, NC 28403"
3417,"Strayer University at Verizon Wireless, Youngstown","474 Boardman Canfield Road, Youngstown, OH 44512"
3418,"Strayer University at Verizon Wireless, West Valley City","2777 South Corporate Park Drive, West Valley City, UT 84120"
3419,"Strayer University at Verizon Wireless, Columbia, South Carolina","501 Spears Creek Church Road, Elgin, SC 29045"
3420,Strayer University Rockville Campus,"4 Research Place, Rockville, MD 20850"
3421,Strayer University-Kansas City Campus,"10450 Holmes Road, Kansas City, MO 64131"
3422,"Strayer University at Verizon Wireless, Little Rock","1 Allied Drive, Little Rock, AR 72202"
3423,Strayer University - Chicago Campus,"100 S. Wacker Drive, Chicago, IL 60606"
3424,Strayer University - Aurora Campus,"2245 Sequoia Drive, Aurora, IL 60506"
3425,"Strayer University at Verizon Wireless, Laurel","7600 Montpelier Road, Laurel, MD 20723"
3426,Strayer University - Kansas City,"901 E. 104th Street, Kansas City, MO 64131"
3427,Strayer University - St. Louis,"Center 40, 1600 S. Brentwood, St. Louis, MO 63144"
3428,"Strayer University - Stafford, TX Campus","12603 Southwest Freeway, Suite 400, Stafford, TX 77477"
3429,"Strayer University - San Antonio, TX Campus","40 NE Loop 410, Suite 500, San Antonio, TX 78216"
3430,Strayer University at Indian River State College,"3209 Virginia Avenue, Ft. Pierce, FL 34981"
3431,"Strayer University at Verizon Wireless, Mankato","2000 Technology Drive, Mankato, MN 55001"
3432,"Strayer University at Verizon Wireless, Bangor ME","6 Telecom Drive, Bangor, ME 04401"
3433,Strayer University at Verizon Wireless Charlotte,"10100 Sardis Crossing Drive, Charlotte, NC 28270"
3434,Strayer University at Verizon Communications Basking Ridge,"1 Verizon Way, Basking Ridge, NJ 07920"
3435,"Strayer University at Verizon Wireless, Elgin","777 Big Timber Road, Elgin, IL 60123"
3436,Strayer University - Rockville Campus,"1803 Research Blvd, Rockville, MD 20850"
3437,Strayer University - Willingboro Campus,"Strayer University at Burlington County College, Willingboro, NJ 08046"
3438,Strayer University - Virginia Beach Campus,"222 Central Park Avenue, Suite 210,, Virginia Beach, VA 23462"
3439,Strayer University - Virginia Beach Campus,"222 Central Park Avenue, Suite 210,, Virginia Beach, VA 23462"
3440,National Conservatory of Dramatic Arts,"1556 Wisconsin Ave NW, Washington, DC 20007"
3441,Trinity Washington University,"125 Michigan Ave NE, Washington, DC 20017-1094"
3442,Trinity Washington University at THEARC,"1901 Mississippi Ave., S.E, Washington, DC 20020"
3443,Trinity Washington University at District Medical Veterans Center,"50 Irving Street NW, Washington, DC 20422"
3444,Wesley Theological Seminary,"4500 Massachusetts Ave NW, Washington, DC 20016-5632"
3445,Wyotech - Daytona Beach,"3042 W International Speedway Blvd, Daytona Beach, FL 32124"
3446,The Art Institute of Fort Lauderdale Inc,"1799 SE 17th St, Fort Lauderdale, FL 33316-3000"
3447,Atlantic Technical College,"4700 Coconut Creek Parkway, Coconut Creek, FL 33063"
3448,"Atlantic Technical Center - Arthur Ashe, Jr. Campus","1701 NW 23rd Avenue, Fort Lauderdale, FL 33311"
3449,The Baptist College of Florida,"5400 College Dr, Graceville, FL 32440"
3450,Orlando Site,"3000 S. John Young Pkwy, Orlando, FL 32805-6691"
3451,Jacksonville Site,"1230 Hendricks Ave., Jacksonville, FL 32207"
3452,Pensacola Site,"1836 East Olive Rd., Pensacola, FL 32514"
3453,Live Oak First Baptist Church,"401 Howard St W, Live Oak, FL 32064"
3454,Barry University,"11300 NE 2nd Ave, Miami Shores, FL 33161-6695"
3455,Barry University Department of Theology and Philosophy Theology Program at Southeast Pastoral Institute,"7700 SW 56 Street, Miama, FL 33155"
3456,Barry University Department of Theology and Philosophy Theology Program at The Edmund Rice School for Pastoral Ministry,"10299 SW Peace River Street, Arcadia, FL 34269"
3457,North Fork Elementary School,"101 NW 15 Avenue, Ft. Lauderdale, FL 33311"
3458,"Orlando (South), Sand Lake","Florida Mall Business Center 1650 Sand Lake Rd, St, Orlando, FL 32809"
3459,Palm Beach Gardens,"9123 N Military Trail Suite 206, Palm Beach Gardens, FL 33410"
3460,School of Law,"6441 E. Colonial Drive, Orlando, FL 32807"
3461,South Dade,"Professional Village 8990 SW 97 Avenue, Miami, FL 33176"
3462,Springview Elementary School,"1122 Bluebird Avenue, Miami Springs, FL 33166"
3463,Tallahassee,"325 John Knox Rd. Bldg. A, Tallahassee, FL 32303"
3464,Treasure Coast,"337 SE Port St. Lucie Blvd, Port St. Lucie, FL 34984"
3465,USF St. Petersburg,"University Center 9200 113 Street N, Seminole, FL 33772"
3466,WXEL,"3401 S Congress Ave, Boynton Beach, FL 33426"
3467,Wesley Matthews Elementary,"12345 SW 18 Terrace, Miami, FL 33175"
3468,Brevard,"630 S. Wickham Road, W. Melbourne, FL 32904"
3469,Central Florida CC Univ Center,"3001 SW College Rd, Ocala, FL 34474"
3470,Claude Pepper Elementary,"14550 SW 96 Street, Miami, FL 33186"
3471,Edison Univ Center,"8099 College Pkwy Bldg Q, Suite 103, Ft. Myers, FL 33919"
