,location_name,address
21875,Sheboygan South High School,"1240 Washington Avenue, Sheboygan, WI 53083"
21876,Sunny Ridge Nursing Home,"3014 Erie Avenue, Sheboygan, WI 53083"
21877,Two Rivers Fire Department,"2122 Monroe Street, Two Rivers, WI 54241"
21878,LTC Manitowoc,"600 York Street, Manitowoc, WI 54220"
21879,LTC Sheboygan,"1320 Niagra Street, Sheboygan, WI 53083"
21880,Blackhawk Technical College,"6004 S County Rd G, Janesville, WI 53547-5009"
21881,Gateway Technical College,"3520 30th Avenue, Kenosha, WI 53144-1690"
21882,Mid-State Technical College,"500 32nd Street North, Wisconsin Rapids, WI 54494-5599"
21883,Moraine Park Technical College,"235 N National Avenue, Fond du Lac, WI 54936-1940"
21884,Nicolet Technical College,"5364 College Dr., Rhinelander, WI 54501-0518"
21885,Northeast Wisconsin Technical College,"2740 W Mason Street, Green Bay, WI 54307-9042"
21886,Southwest Wisconsin Technical College,"1800 Bronson Boulevard, Fennimore, WI 53809-9989"
21887,Western Technical College,"400 7th Street N, LaCrosse, WI 54602-0908"
21888,Fox Valley Technical College,"1825 N Bluemound Rd, Appleton, WI 54912-2277"
21889,Lawrence University,"PO Box 599, Appleton, WI 54912"
21890,Maranatha Baptist University,"745 W. Main St., Watertown, WI 53094"
21891,Marian University,"45 S. National Ave., Fond du Lac, WI 54935"
21892,Marian University at Appleton Center,"720 West Association Drive, Appleton, WI 54914-1482"
21893,Marian University at Days Inn,"2332 Railroad Street Hwy 45N, Eagle River, WI 54521-8162"
21894,Marian University at Bayport High School,"2710 Lineville Rd, Green Bay, WI 54313-7196"
21895,Marian University at Northeast Wisconsin Technical College - Green Bay,"2740 West Mason Street, Green Bay, WI 54307-9042"
21896,Marian University at Tundra Lodge,"865 Lombardi Avenue, Green Bay, WI 54304-3732"
21897,Marian University at Country Inn and Suites,"2020 Old Peshtigo Court, Marinette, WI 54143-3877"
21898,Marian University at Northcentral Technical College - Medford,"624 College Street, Medford, WI 54451-2029"
21899,Marian University at Stoney Creek Inn,"3060 South Kinney Coulee Road, Onalaska, WI 54650-8677"
21900,Marian University at Sargento Foods,"1 Persnickety Place, Plymouth, WI 53073-3544"
21901,Marian University at Watertown Center,"807 N Church Street, Watertown, WI 53098-1702"
21902,Marian University at Northcentral Technical College - Wausau,"1000 West Campus Drive, Wausau, WI 54401-1880"
21903,Marian University at Westwood Conference Center,"1800 Westwood Center Blvd., Wausau, WI 54401-2881"
21904,Marian University at Immaculate Heart of Mary,"1227 S. 116th St, West Allis, WI 53214-2122"
21905,Marian University at Moraine Park Technical College,"2151 North Main Street, West Bend, WI 53090-1031"
21906,Marian University at Winneconne High School,"233 South 3rd Avenue, Winneconne, WI 54986-5000"
21907,Marian University at Affinity Health Systems Mercy Medical Center,"500 South Oakwood Road, Oshkosh, WI 54904-7944"
21908,Marian University at Marathon County Sheriff's Department/Courthouse,"500 Forest Street, Wausau, WI 54403"
21909,Marian University at Saint Mary's Hospital Medical Center,"707 W. Mills Street, Madison, WI 53715-1893"
21910,Marian University at Watertown High School,"825 Endeavour Drive, Watertown, WI 53098-1727"
21911,Marian University at Mayville Products Corp,"403 Degner Ave, Mayville, WI 53050-0028"
21912,Marian University at Gateway Technical College,"3520 30th Avenue, Kenosha, WI 53144-1690"
21913,Marian University at Sheboygan South High School,"3128 South 12th Street, Sheboygan, WI 53081-6759"
21914,Marian University at Lakeshore Technical College,"3620 Wilgus Ave, Sheboygan, WI 53081-3068"
21915,Marian University at Freedom High School,"N4021 County Road E, Freedom, WI 54130-7593"
21916,Marian University at Rhinelander High School,"665 Coolidge Ave, Rhinelander, WI 54501-2814"
21917,Marian University at Sheboygan Falls High School,"220 Amherst Avenue, Sheboygan Falls, WI 53085-1735"
21918,Marian University at St. Joseph's Middle School,"2626 North Oneida Street, Appleton, WI 54911-2058"
21919,Marian University at Waupun High School,"801 East Lincoln, Waupun, WI 53963-1753"
21920,Marian University at Wrightstown High School,"600 High Street, Wrightstown, WI 54180-1134"
21921,Marian University at Milwaukee Teacher Education Center,"234 West Galena Street, Milwaukee, WI 53212-3955"
21922,Marian University at Waupun Memorial Hospital,"620 West Brown Street, Waupun, WI 53963-1702"
21923,Marian University at John Edwards High School,"801 2nd Street, Port Edwards, WI 53963-1702"
21924,Marian University at Weyauwega-Fremont Middle School,"410 East Ann St, PO Box 580, Weyauwega, WI 54983-8532"
21925,Marian University at Dickenson Elementary School,"435 South Washington Street, De Pere, WI 54115-3498"
21926,Marian University at CG Stangel Elementary School,"1002 East Cedar Ave, Manitowoc, WI 54220-1326"
21927,Marian University at Fransworth Middle School,"1017 Union Ave, Sheboygan, WI 53081-5936"
21928,Marian University at Belleville Intermediate School,"101 South Grant Street, Belleville, WI 53508-9346"
21929,Marian University at Manitowoc County Sheriff's Office,"1025 South Ninth Street, Manitowoc, WI 54220-5340"
21930,Marian University at Fall Creek School District,"336 East Hoover Ave, Fall Creek, WI 54742-9625"
21931,Marian University at Kenosha Unified School District No. 1,"3600 52nd Street, Kenosha, WI 53073-2566"
21932,Marian University at Lineville Intermediate School,"2700 Lineville Road, Green Bay, WI 54313-7151"
21933,Marian University at Maple Avenue Elementary School,"Maple Avenue, Sussex, WI 53089-3698"
21934,Marian University at Plymouth High School,"125 South Highland Ave, Plymouth, WI 53073-2566"
21935,Marian University at Shioctin High School Library Media Center,"N5650 Broad Street, Shioctin, WI 54170-8626"
21936,Marian University at Cooperative Educational Service Agency,"923 East Garland Street, West Salem, WI 54669-1331"
21937,Marian University at Baymont Inn & Suites,"678 Walton Drive, Plymouth, WI 53073-5002"
21938,Marian University at Antigo High School,"120 South Dorr Street, Antigo, WI 54409-1220"
21939,Marian University at Townline Conference Center,"2544 Lineville Road, Howard Suamico, WI 54313-7123"
21940,Marian University at Northeast Wisconsin Technical College,"1601 University Drive, Marinette, WI 54143"
21941,Marian University at Prairie River Middle School,"106 North Polk Street, Merrill, WI 54452"
21942,Marian University at Sitepro,"1825 North Clairmont, Eau Claire, WI 54703-4967"
21943,Marian University at Fond du Lac Fire Station,"815 South Main Street, Fond du Lac, WI 54935-5738"
21944,Marian University at Webster Middle School,"7564 Alder Street West, Webster, WI 54893-0009"
21945,Marian University at Wabeno Elementary School,"4346 Mill Lane, Wabeno, WI 54566-9264"
21946,Marian University at Bishop O'Connor Catholic Pastoral Center,"702 South High Point Road, Madison, WI 53719"
21947,Marian University at Generations: An Intergenerataional Center,"1500 Douglas Drive, Plymouth, WI 53073"
21948,Marian University at FVTC Oshkosh SJ Spanbauer Center,"3601 Oregon Street, P.O. Box 2037, Oshkosh, WI 54903-2037"
21949,Marian University at Holiday Inn,"2785 Ramada Way, Green Bay, WI 54304-5759"
21950,"Marian University at Johnsonville Foods, Inc.","N6928 Johnsonville Way, Sheboygan, WI 53085-2025"
21951,Marian University at Holy Redeemer Institutional Church of God in Christ,"3500 W. Mother Daniels Way, Milwaukee, WI 53209-5311"
21952,Marian University at Agnesian Health Care Fond Du Lac Surgery,"421 Camelot Drive, Fond Du Lac, WI 54935"
21953,Marian University at All Saints Catholic School St. John Site,"419 6th Avenue, Antigo, WI 54409"
21954,Encircle Health,"2500 E. Capital Drive, Appleton, WI 54911"
21955,Greater New Birth Church,"8237 W. Silver Spring Rd., Milwaukee, WI 53218"
21956,Miwaukee Area Technical College,"1200 S. 71st Street, West Allis, WI 53214"
21957,ThedaCare Medical Center - Shawano,"100 Road B, Shawano, WI 54166"
21958,ThedaCare Regional Medical Center - Neenah,"130 2nd Street, Neenah, WI 54956"
21959,ThedaCare Regional Medical Center-Appleton,"1818 N. Meade Street, Appleton, WI 54911"
21960,ThedaCare Medical Center - Berlin,"225 Memorial Drive, Berlin, WI 54923"
21961,Agnesian Health Care,"430 E Division St, Fond du Lac, WI 54935-4560"
21962,Aurora St. Luke's South Shore,"5900 S Lake Drive, Cudahy, WI 53110-3171"
21963,St. Mary's Hospital and Medical Center,"700 S Park Street, Madison, WI 53715-1830"
21964,Marquette University,"Clark Hall, Room 341 530 N. 16th Street PO Box 1881, Milwaukee, WI 53201-1881"
21965,Marquette University at Kohler MBA,"705 Woodlake Road, Kohler, WI 53044"
21966,Marquette University at Harley-Davidson Motor Company,"3700 W. Juneau St, Milwaukee, WI 53208"
21967,Marquette University at Waukesha MBA,"MRA, N19W24400 Riverwood Dr., Waukesha, WI 53188"
21968,Medical College of Wisconsin,"8701 Watertown Plank Rd, Milwaukee, WI 53226-0509"
21969,Medical College of Wisconsin - Green Bay,"100 Grant Street, De Pere, WI 54115-2099"
21970,Medical College of Wisconsin - Central Wisconsin,"333 Pine Ridge Blvd., Wausau, WI 54401"
21971,Medical College of Wisconsin ? Central Wisconsin,"1900 Westwood Drive, Suite 3100, Wausau, WI 54401"
21972,Mercy Medical Center/Affinity Health System,"500 S. Oakwood Road, Oshkosh, WI 54903-3370"
21973,Mid-State Technical College,"500 32nd St N, Wisconsin Rapids, WI 54494"
21974,Adams County Center,"401 North Main Street, Adams, WI 53910"
21975,Mid-State Technical College - Marshfield Campus,"2600 W. 5th Street, Marshfield, WI 54449"
21976,Mid-State Technical College - Stevens Point Campus,"933 Michigan Ave, Stevens Point, WI 54481"
21977,Mid-State Technical College Stevens Point Campus,"1001 Centerpoint Drive, Stevens Point, WI 54481"
21978,Adams-Friendship High School,"1109 East North Street, Adams, WI 53910"
21979,Amherst High School,"357 N. Main Street, Amherst, WI 54406"
21980,Lincoln High School,"1801 16th S, Wisconsin Rapids, WI 54494"
21981,Marshfield High School,"1401 E. Becker Road, Marshfield, WI 54449"
21982,Nekoosa High School,"500 Cedar Street, Nekoosa, WI 54457"
21983,Stevens Point Area Senior High (SPASH),"1201 North Point Drive, Stevens Point, WI 54481"
21984,Milwaukee Area Technical College,"700 W State St, Milwaukee, WI 53233-1443"
21985,Milwaukee Area Technical College - Oak Creek,"6665 South Howell Avenue, Oak Creek, WI 53154"
21986,Milwaukee Area Technical College - West Allis,"1200 South 71st Street, West Allis, WI 53214"
21987,Milwaukee Area Technical College - Mequon,"5555 West Highland Road, Mequon, WI 53092"
21988,Milwaukee Area Technical College at Health and Technology Center (HTC),"1311 North 6th Street, Milwaukee, WI 53212"
21989,Milwaukee Institute of Art and Design,"273 E Erie St, Milwaukee, WI 53202"
21990,Milwaukee School of Engineering,"1025 N Broadway, Milwaukee, WI 53202-3109"
21991,Milwaukee School of Engineering at Fox Valley,"55 Jeweler's Park Drive, Neenah, WI 54956"
21992,The Management Conference Center,"N19, W24400 Riverwood Drive, Waukesha, WI 53188"
21993,Moraine Park Technical College,"235 N National Ave, Fond Du Lac, WI 54936-1940"
21994,Moraine Park Technical College - West Bend Campus,"2151 North Main Street, West Bend, WI 53090"
21995,Moraine Park Technical College - Beaver Dam Campus,"700 Gould Street, Beaver Dam, WI 53916"
21996,Moraine Park Technical College at MPTC Jackson Regional Center,"N173 W21150-60 Northwest Passage Way, Jackson, WI 59037"
21997,Mount Mary University,"2900 N. Menomonee River Pky, Milwaukee, WI 53222-4597"
21998,Nashotah House,"2777 Mission Rd, Nashotah, WI 53058-9793"
21999,Nicolet Area Technical College,"P.O. Box 518, Rhinelander, WI 54501-0518"
22000,Nicolet Area Technical College - Lakeland Campus,"9569 Highway 70, PO Box 518, Minocqua, WI 54548"
22001,Nicolet Area Technical College at Peter Christensen Dental Health Clinic,"128 Old Abe Road, Lac du Flambeau, WI 54538"
22002,Forest County Potawatomi Community - Executive Building,"5416 Everybody's Road, Crandon, WI 54520"
22003,Potawatomi Carter Casino Hotel,"618 State Hwy 32, Wabeno, WI 54566"
22004,Lac du Flambeau Band of Lake Superior Chippewa Indians Education Center,"562 Peace Pipe Road, Lac du Flambeau, WI 54538"
22005,Mid-State Technical College - Stevens Point Campus,"1001 Centerpoint Drive, Stevens Point, WI 54481"
22006,Mid-State Technical College - Wisconsin Rapids Campus,"500 32nd Street North, Wisconsin Rapids, WI 54494"
22007,Lakeland Union High School,"9573 State Highway 70, Minocqua, WI 54548"
22008,Mole Lake Tribal Center,"3051 Sand Lake Road, Crandon, WI 54520"
22009,Laona High School,"5216 Forest Ave, Laona, WI 54541"
22010,Mercer High School,"2690 W Margaret St., Mercer, WI 54547"
22011,Northland Pines High School,"1800 Pleasure Island Rd., Eagle River, WI 54521"
22012,Rhinelander High School,"665 Coolidge Ave, Rhinelander, WI 54501"
22013,Tomahawk High School,"1048 E Kings Rd, Tomahawk, WI 54487"
22014,Mole Lake Casino & Lodge,"3084 WI-55, Crandon, WI 54520"
22015,"Northstar Steel Fabrication, Inc.","753 Washington Street, Rhinelander, WI 54501"
22016,Northcentral Technical College,"1000 West Campus Dr, Wausau, WI 54401-1899"
22017,Northcentral Technical College East,"312 Forest Avenue, Antigo, WI 54409"
22018,Northcentral Technical College at Colby Community College,"1255 S Range Ave., Colby, KS 67701"
22019,Northcentral Technical College at College of the Menominee Nation,"N172 State Highway 47/55, Keshena, WI 54135"
22020,Northcentral Technical College at Agriculture Center of Excellence,"6625 County Road K, Wausau, WI 54401"
22021,Northcentral Technical College at Merrill Public Safety Building,"1603 Champagne Street, Merrill, WI 54452"
22022,Northcentral Technical College at Nicolet Technical College,"Birchwood Conference Center, 5364 College Dr., Rhinelander, WI 54501"
22023,Northcentral Technical College North,"1408 Pine Ridge Road, Phillips, WI 54555"
22024,Northcentral Technical College Southeast,"1790 Applewood Lane, Suite B, Wittenberg, WI 54499"
22025,Northcentral Technical College Southwest,"808 Pacific Street, Spencer, WI 54479"
22026,Northcentral Technical College West College,"624 E. College, Medford, WI 54451"
22027,Northcentral Technical College at Town of Rib Mountain Fire Department,"5901 Hummingbird Road, Wausau, WI 54401"
22028,Northcentral Technical College West,"1001 Progressive Avenue, Medford, WI 54451"
22029,Fox Valley Technical College,"1825 N. Bluemound Dr., Appleton, WI 54912-2277"
22030,Merrill CDL Training Center,"1204 W. Taylor Street, Merrill, WI 54452"
22031,CESA 4,"923 East Garland Street, West Salem, WI 54669"
22032,Northeast Wisconsin Technical College,"2740 West Mason Street, Green Bay, WI 54307"
22033,Northeast Wisconsin Technical College,"2740 W Mason St, Green Bay, WI 54307-9042"
22034,Northeast Wisconsin Technical College - NWTC-Marinette Campus,"1601 University Drive, Marinette, WI 54143"
22035,Northeast Wisconsin Technical College - NWTC-Sturgeon Bay Campus,"229 North 14th Avenue, Sturgeon Bay, WI 54235-1317"
22036,Green Bay East High School,"1415 E Walnut St., Green Bay, WI 54301"
22037,Luxemburg-Casco High School,"318 N Main Street, Luxemburg, WI 54217"
22038,Wausaukee High School,"N11941 US-141 PO Box 258, Wausaukee, WI 54177"
22039,Northland College,"1411 Ellis Avenue, Ashland, WI 54806-3999"
22040,Froedtert Memorial Lutheran Hospital,"9200 W. Wisconsin Avenue, Milwaukee, WI 53226-3596"
22041,Ripon College,"300 Seward St, Ripon, WI 54971-0248"
22042,Sacred Heart Seminary and School of Theology,"7335 South Highway 100; PO Box 429, Hales Corners, WI 53130-0429"
22043,St. Joseph's Hospital,"611 St. Joseph Avenue, Marshfield, WI 54449"
22044,St. Luke's Medical Center,"2900 West Oklahoma Avenue, Milwaukee, WI 53215-2901"
22045,Saint Norbert College,"100 Grant St, De Pere, WI 54115-2099"
22046,Saint Norbert College at Albuquerque,"4000 St. Joseph Place, Albuquerque, NM 87120"
